STATE,ST_CASE,VE_TOTAL,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,MILEPT,LATITUDE,LONGITUD
Pennsylvania,420076,1,1,73,0,24,2,2015,7,40.87173333,-80.46519167
Pennsylvania,420077,2,2,5,0,23,2,2015,139,40.84228333,-79.46377778
Pennsylvania,420078,2,3,33,0,5,2,2015,139,41.22725,-78.55190833
Pennsylvania,420079,2,5,51,0,21,2,2015,7,39.82163889,-79.77066389
Pennsylvania,420080,2,3,129,0,21,2,2015,251,40.41954167,-79.50788333
Pennsylvania,420081,2,2,71,1550,13,2,2015,12,40.03185,-76.50780833
Pennsylvania,420082,2,2,23,0,5,2,2015,142,41.47851389,-78.19634167
Pennsylvania,420083,2,4,99,0,15,2,2015,187,40.35939167,-77.38697778
Pennsylvania,420084,1,1,59,0,28,2,2015,180,39.95071389,-80.16544167
Pennsylvania,420085,4,2,91,0,18,1,2015,3303,40.06872778,-75.34183611
Pennsylvania,420086,2,4,71,0,4,2,2015,8,39.92981667,-76.05473611
Pennsylvania,420087,2,3,101,6540,15,2,2015,0,40.03350278,-75.15081389
Pennsylvania,420088,1,1,71,1320,16,2,2015,0,39.95561111,-75.99258333
Pennsylvania,420089,4,4,77,0,2,2,2015,250,40.70903333,-75.79958611
Pennsylvania,420090,1,1,101,6540,1,2,2015,93,40.02948611,-75.102425
Pennsylvania,420091,1,1,111,0,25,1,2015,465,40.21805556,-78.940025
Pennsylvania,420092,1,1,129,0,22,2,2015,0,40.13904722,-79.82579167
Pennsylvania,420093,1,1,101,6540,4,2,2015,0,39.91883056,-75.18642778
Pennsylvania,420094,1,1,33,0,25,1,2015,26,40.94620278,-78.47478889
Pennsylvania,420095,1,1,73,5800,3,1,2015,131,40.99711944,-80.33726111
Pennsylvania,420096,1,0,5,180,3,1,2015,27,40.58162778,-79.56594167
Pennsylvania,420097,2,4,103,0,18,1,2015,455,41.33246389,-74.85033889
Pennsylvania,420098,1,1,45,0,23,2,2015,14,39.84165833,-75.46479444
Pennsylvania,420099,1,1,17,0,13,2,2015,11,40.20607778,-75.09987778
Pennsylvania,420100,1,1,11,0,10,2,2015,6,40.20824444,-75.76711944
Pennsylvania,420101,1,1,43,0,20,2,2015,17,40.24085833,-76.80335833
Pennsylvania,420102,1,1,69,7460,4,2,2015,51,41.40459167,-75.68610278
Pennsylvania,420103,1,2,129,0,22,2,2015,11,40.2429,-79.77533611
Pennsylvania,420104,2,5,9,0,15,2,2015,172,39.92946389,-78.39356389
Pennsylvania,420105,1,1,11,0,15,2,2015,77,40.34867222,-76.12550556
Pennsylvania,420106,2,5,15,0,25,2,2015,362,41.7447,-76.30532778
Pennsylvania,420107,1,2,101,6540,13,2,2015,86,40.03086389,-75.06203889
Pennsylvania,420108,3,3,91,0,5,2,2015,9,40.15728333,-75.40410556
Pennsylvania,420109,3,5,19,0,25,2,2015,76,40.78023611,-79.92993611
Pennsylvania,420110,1,1,3,0,3,1,2015,0,40.54044722,-80.14957222
Pennsylvania,420111,1,1,17,0,8,2,2015,3,40.51298056,-75.36619167
Pennsylvania,420112,3,3,7,7671,11,2,2015,131,40.62663056,-80.431675
Pennsylvania,420113,2,3,47,0,12,2,2015,286,41.56867778,-78.69049444
Pennsylvania,420114,2,1,99,0,11,2,2015,15,40.436375,-77.06310556
Pennsylvania,420115,1,1,61,0,10,2,2015,203,40.48823611,-78.02402222
Pennsylvania,420116,1,1,15,0,26,2,2015,62,41.67930278,-76.34753333
Pennsylvania,420117,2,4,73,0,28,2,2015,99999,40.9662,-80.399725
Pennsylvania,420118,1,1,43,0,16,2,2015,93,40.35419722,-76.91995278
Pennsylvania,420119,1,1,85,0,13,2,2015,96,41.18630556,-80.338225
Pennsylvania,420120,1,1,51,0,2,2,2015,8,39.99651667,-79.8044
Pennsylvania,420121,1,1,79,6610,13,2,2015,0,41.33956389,-75.78675833
Pennsylvania,420122,2,1,125,0,17,2,2015,90,40.12431667,-80.36891389
Pennsylvania,420123,1,1,71,0,4,2,2015,26,40.15929444,-76.57633611
Pennsylvania,420124,2,3,115,0,16,2,2015,2194,41.82435833,-75.68021944
Pennsylvania,420125,2,2,65,6970,12,2,2015,187,41.101525,-78.89624722
Pennsylvania,420126,1,2,33,0,27,2,2015,282,40.922325,-78.21430556
Pennsylvania,420127,2,3,45,0,2,2,2015,138,40.03281389,-75.35921389
Pennsylvania,420128,1,1,133,0,10,3,2015,8,39.93221389,-76.71054722
Pennsylvania,420129,2,2,111,0,13,2,2015,359,40.11855278,-78.80784722
Pennsylvania,420130,1,3,3,830,25,3,2015,780,40.43445556,-79.86862778
Pennsylvania,420131,1,1,133,0,27,3,2015,2,39.87833889,-76.92718611
Pennsylvania,420132,1,1,29,0,2,3,2015,57,40.02183056,-75.51717778
Pennsylvania,420133,1,3,3,6600,12,3,2015,0,40.40129167,-79.97983333
Pennsylvania,420134,1,2,103,0,1,3,2015,132,41.39595,-75.18014167
Pennsylvania,420135,1,1,71,0,27,3,2015,26,40.12167222,-76.546125
Pennsylvania,420136,1,1,71,1550,18,3,2015,26,40.02441944,-76.49454167
Pennsylvania,420137,1,1,5,0,10,3,2015,34,40.64805556,-79.53394167
Pennsylvania,420138,2,3,97,0,20,3,2015,2130,41.0441,-76.819225
Pennsylvania,420139,2,2,27,0,14,3,2015,88,40.84771111,-78.22023056
Pennsylvania,420140,2,4,133,0,28,3,2015,18,39.80420278,-76.90727222
Pennsylvania,420141,2,2,77,110,14,3,2015,2,40.60822778,-75.50249167
Pennsylvania,420142,1,1,91,0,19,3,2015,0,40.13031389,-75.45211111
Pennsylvania,420143,2,2,95,8140,4,3,2015,89,40.75515,-75.2685
Pennsylvania,420144,1,1,77,0,15,3,2015,11,40.63735,-75.43532778
Pennsylvania,420145,1,1,45,1270,9,3,2015,59,39.86084444,-75.35260833
Pennsylvania,420146,1,1,27,0,12,3,2015,58,40.90516944,-77.78640278
Pennsylvania,420147,2,3,75,0,25,3,2015,31,40.38870556,-76.38204722
Pennsylvania,420148,2,2,115,0,18,3,2015,2182,41.80798889,-75.68681389
Pennsylvania,420149,1,1,3,6600,23,3,2015,96,40.40302222,-79.94194722
Pennsylvania,420150,1,1,49,2640,15,3,2015,270,42.1366,-80.044175
Pennsylvania,420151,1,1,71,2530,9,3,2015,60,40.15463056,-76.59788056
Pennsylvania,420152,1,1,91,0,25,3,2015,122,40.18477778,-75.14039444
Pennsylvania,420153,1,2,101,6540,1,3,2015,0,40.01706111,-75.21072222
Pennsylvania,420154,1,3,81,0,2,3,2015,0,41.18774444,-76.87048611
Pennsylvania,420155,2,2,15,0,3,3,2015,242,41.80936667,-76.37338611
Pennsylvania,420156,2,2,7,0,4,3,2015,49,40.82623889,-80.18939167
Pennsylvania,420157,2,2,29,0,17,3,2015,8,40.02203611,-75.69231389
Pennsylvania,420158,3,8,3,0,11,2,2015,115,40.38866944,-79.83023611
Pennsylvania,420159,2,3,101,6540,23,3,2015,0,40.04081944,-75.049625
Pennsylvania,420160,2,2,101,6540,27,3,2015,44,40.02821111,-75.08823056
Pennsylvania,420161,2,2,129,3370,10,3,2015,150,40.30262778,-79.52881111
Pennsylvania,420162,2,4,21,0,28,3,2015,25,40.27480556,-78.809275
Pennsylvania,420163,2,2,17,0,24,3,2015,134,40.104925,-74.95066111
Pennsylvania,420164,2,3,93,0,3,3,2015,3,40.965375,-76.64944722
Pennsylvania,420165,2,2,95,0,9,1,2015,799,40.64971111,-75.24864722
Pennsylvania,420166,1,1,101,6540,16,3,2015,34,39.98978056,-75.12543889
Pennsylvania,420167,2,4,109,0,14,1,2015,258,40.80514444,-76.89013056
Pennsylvania,420168,2,3,75,0,28,1,2015,54,40.28804722,-76.35234722
Pennsylvania,420169,1,1,17,0,21,3,2015,62,40.30122222,-75.11990833
Pennsylvania,420170,1,1,51,0,14,3,2015,0,39.91712222,-79.757625
Pennsylvania,420171,3,4,89,0,20,3,2015,81,41.00866944,-75.4766
Pennsylvania,420172,1,1,83,0,15,3,2015,164,41.69751389,-78.71566389
Pennsylvania,420173,1,1,119,0,23,3,2015,139,41.07184722,-76.87172778
Pennsylvania,420174,1,1,11,0,24,3,2015,160,40.48807222,-76.23735
Pennsylvania,420175,3,4,51,0,4,3,2015,312,39.77128056,-79.48145556
Pennsylvania,420176,1,2,19,0,27,2,2015,0,40.99546667,-79.70971944
Pennsylvania,420177,3,4,95,0,24,3,2015,75,40.73785278,-75.26835
Pennsylvania,420178,1,1,89,0,12,3,2015,140,41.10153056,-75.25508611
Pennsylvania,420179,3,5,17,0,17,2,2015,6,40.29164167,-75.27242222
Pennsylvania,420180,3,2,11,0,31,3,2015,412,40.57681667,-75.78446667
Pennsylvania,420181,1,1,129,0,4,3,2015,53,40.138925,-79.54747778
Pennsylvania,420182,3,7,17,0,19,3,2015,99,40.14237778,-74.98971111
Pennsylvania,420183,1,2,37,0,10,3,2015,16,41.06895278,-76.25891111
Pennsylvania,420184,3,3,3,0,31,3,2015,116,40.54756667,-79.96065556
Pennsylvania,420185,4,4,117,0,6,3,2015,176,41.80401389,-77.29704722
Pennsylvania,420186,1,4,125,0,1,3,2015,108,40.13010833,-80.33939167
Pennsylvania,420187,1,1,75,0,10,3,2015,51,40.32198611,-76.30240833
Pennsylvania,420188,1,1,109,0,21,3,2015,7,40.711825,-76.9033
Pennsylvania,420189,1,1,85,0,16,2,2015,221,41.39270556,-80.395275
Pennsylvania,420190,1,1,15,8600,11,2,2015,67,41.78904722,-76.78190556
Pennsylvania,420191,1,1,29,0,19,4,2015,0,39.97684444,-75.74674444
Pennsylvania,420192,1,1,51,0,7,4,2015,0,40.08619167,-79.78501389
Pennsylvania,420193,2,4,79,0,3,4,2015,1497,41.02929167,-76.01114444
Pennsylvania,420194,2,2,71,0,8,4,2015,280,39.87402778,-76.276725
Pennsylvania,420195,1,1,39,0,30,4,2015,11,41.62679167,-79.62204444
Pennsylvania,420196,2,2,19,0,5,4,2015,908,40.85009444,-80.10315556
Pennsylvania,420197,1,1,107,0,12,4,2015,6,40.56547222,-76.38616667
Pennsylvania,420198,2,1,49,0,29,4,2015,171,42.04513056,-80.230775
Pennsylvania,420199,2,2,91,0,27,4,2015,31,40.13579167,-75.42423611
Pennsylvania,420200,1,1,111,0,6,4,2015,54,39.93655,-79.04308889
Pennsylvania,420201,1,1,9,0,3,4,2015,221,40.00028056,-78.52665
Pennsylvania,420202,1,2,29,0,19,4,2015,3000,40.14877222,-75.85548889
Pennsylvania,420203,2,2,55,0,22,4,2015,59,39.83871111,-77.90919444
Pennsylvania,420204,1,3,17,0,19,4,2015,147,40.32983056,-75.13218333
Pennsylvania,420205,1,1,75,0,2,4,2015,0,40.41228333,-76.49254167
Pennsylvania,420206,1,2,43,0,29,4,2015,39,40.31146667,-76.85041389
Pennsylvania,420207,1,1,129,0,8,4,2015,0,40.22661389,-79.72669167
Pennsylvania,420208,1,2,129,0,25,4,2015,4,40.26935833,-79.5398
Pennsylvania,420209,1,1,29,0,4,4,2015,92,40.02335,-75.588175
Pennsylvania,420210,1,1,33,0,5,4,2015,97,41.18369167,-78.60863333
Pennsylvania,420211,2,2,107,6720,16,4,2015,246,40.69,-76.17190278
Pennsylvania,420212,2,3,133,0,3,4,2015,18,39.8991,-76.951025
Pennsylvania,420213,2,5,11,0,17,4,2015,74,40.35369167,-75.76574167
Pennsylvania,420214,2,3,95,0,12,4,2015,73,40.76553333,-75.38568056
Pennsylvania,420215,1,1,91,0,2,4,2015,9,40.089275,-75.11799722
Pennsylvania,420216,2,2,101,6540,29,4,2015,97,40.02644167,-75.0958
Pennsylvania,420217,1,1,11,0,25,4,2015,119,40.63681389,-75.85471111
Pennsylvania,420218,2,2,101,6540,26,4,2015,14,39.95696667,-75.22553889
Pennsylvania,420219,1,1,87,0,29,4,2015,361,40.67298333,-77.49154722
Pennsylvania,420220,1,1,101,6540,22,4,2015,129,40.05267222,-75.05036667
Pennsylvania,420221,2,2,77,0,14,4,2015,38,40.50522778,-75.5264
Pennsylvania,420222,3,3,43,0,15,4,2015,795,40.37339722,-76.67821944
Pennsylvania,420223,2,2,79,0,3,4,2015,61,41.21996389,-75.89671944
Pennsylvania,420224,1,1,39,0,18,4,2015,75,41.74726111,-79.93972778
Pennsylvania,420225,1,1,101,6540,13,4,2015,0,39.99155833,-75.13282222
Pennsylvania,420226,1,1,101,6540,3,4,2015,55,39.96345278,-75.13553333
Pennsylvania,420227,1,1,77,110,10,4,2015,0,40.58867222,-75.51046389
Pennsylvania,420228,1,1,101,6540,2,4,2015,0,40.02717778,-75.05176944
Pennsylvania,420229,1,1,11,0,9,4,2015,58,40.40579444,-75.92789167
Pennsylvania,420230,1,3,71,0,18,4,2015,0,40.18522222,-76.46819444
Pennsylvania,420231,2,2,101,6540,4,4,2015,0,39.94341667,-75.23727778
Pennsylvania,420232,2,9,89,0,26,4,2015,207,41.01366389,-75.13065833
Pennsylvania,420233,2,3,45,8710,27,4,2015,8,39.85751667,-75.38208333
Pennsylvania,420234,2,2,79,0,8,4,2015,0,40.98998889,-76.03765
Pennsylvania,420235,1,1,101,6540,13,4,2015,0,39.939275,-75.23024167
Pennsylvania,420236,1,2,123,0,7,4,2015,59,41.70261389,-79.53418333
Pennsylvania,420237,1,2,3,9400,22,3,2015,0,40.39086111,-79.80997778
Pennsylvania,420238,2,2,71,0,12,4,2015,13,40.06255556,-76.51278056
Pennsylvania,420239,1,1,91,0,17,4,2015,0,40.27806667,-75.46840556
Pennsylvania,420240,3,5,79,0,18,4,2015,130,41.08065,-75.95548333
Pennsylvania,420241,1,1,79,0,11,4,2015,2511,41.00414444,-76.16171944
Pennsylvania,420242,1,1,51,0,13,4,2015,290,39.78416667,-79.51799722
Pennsylvania,420243,1,1,127,0,11,4,2015,0,41.33074444,-75.41640278
Pennsylvania,420244,1,1,25,5740,19,4,2015,78,40.87088611,-75.77442222
Pennsylvania,420245,1,1,17,0,9,4,2015,5,40.108975,-74.95560833
Pennsylvania,420246,1,1,11,0,6,4,2015,8,40.47725,-76.388825
Pennsylvania,420247,1,2,71,0,12,4,2015,0,40.07047222,-76.50072222
Pennsylvania,420248,1,2,129,5880,24,4,2015,0,40.58702778,-79.76322222
Pennsylvania,420249,1,1,49,2640,17,4,2015,172,42.09832778,-80.08100833
Pennsylvania,420250,1,1,125,0,12,4,2015,0,40.36766667,-80.51716111
Pennsylvania,420251,1,1,77,0,11,5,2015,47,40.47829722,-75.46385278
Pennsylvania,420252,3,2,1,0,16,5,2015,189,39.94931389,-77.13171944
Pennsylvania,420253,2,2,81,0,9,5,2015,22,41.24888611,-76.52069444
Pennsylvania,420254,2,4,95,0,8,5,2015,193,40.89953611,-75.21410556
Pennsylvania,420255,2,2,79,0,24,5,2015,89,41.13431667,-76.14526389
Pennsylvania,420256,1,1,77,0,25,5,2015,606,40.639025,-75.58066389
Pennsylvania,420257,2,4,43,0,8,5,2015,12,40.40949722,-77.01088333
Pennsylvania,420258,2,2,95,0,22,5,2015,11,40.58725833,-75.38631667
Pennsylvania,420259,1,1,43,0,3,5,2015,456,40.25373056,-76.824975
Pennsylvania,420260,1,1,27,0,30,5,2015,175,41.04724722,-77.63565
Pennsylvania,420261,1,1,45,0,2,4,2015,0,39.92340556,-75.51498611
Pennsylvania,420262,2,3,27,0,24,5,2015,14,40.81105278,-77.63695278
Pennsylvania,420263,1,1,59,0,25,5,2015,63,39.79293611,-80.11285833
Pennsylvania,420264,1,2,129,0,15,3,2015,0,40.2501,-79.21831944
Pennsylvania,420265,1,1,3,6600,20,2,2015,3,40.45866111,-79.99849444
Pennsylvania,420266,1,1,95,0,2,5,2015,46,40.70086667,-75.28944167
Pennsylvania,420267,2,2,49,0,3,2,2015,2,42.04902778,-80.08090278
Pennsylvania,420268,1,1,107,0,6,4,2015,1000,40.53795,-76.42896944
Pennsylvania,420269,1,1,125,1040,27,3,2015,324,40.03586667,-79.91976111
Pennsylvania,420271,2,2,77,0,25,5,2015,0,40.57552222,-75.60925833
Pennsylvania,420272,1,3,107,0,6,3,2015,0,40.60281667,-76.25006944
Pennsylvania,420273,1,1,129,0,15,4,2015,383,40.5655,-79.56950833
Pennsylvania,420274,1,1,81,0,18,5,2015,91,41.24306667,-76.57883889
Pennsylvania,420275,1,2,15,7410,15,2,2015,0,41.97508889,-76.51991111
Pennsylvania,420276,2,6,63,0,29,5,2015,237,40.64960556,-78.94990556
Pennsylvania,420277,2,3,91,0,19,5,2015,19,40.16628333,-75.42027778
Pennsylvania,420278,2,3,129,0,5,5,2015,302,40.26509167,-79.28674722
Pennsylvania,420279,1,1,41,0,10,5,2015,7,40.13297778,-77.282625
Pennsylvania,420280,2,2,77,0,4,5,2015,617,40.56491389,-75.41298611
Pennsylvania,420281,2,2,129,0,8,5,2015,27,40.33451944,-79.74404167
Pennsylvania,420282,2,2,95,660,26,5,2015,0,40.63561944,-75.35036667
Pennsylvania,420283,2,5,11,6900,9,5,2015,0,40.32861389,-75.91345833
Pennsylvania,420284,1,1,7,0,31,5,2015,0,40.59236111,-80.45205556
Pennsylvania,420285,2,3,11,0,16,5,2015,73,40.44401111,-75.954425
Pennsylvania,420286,1,1,93,0,13,4,2015,46,41.08146389,-76.70485
Pennsylvania,420287,1,1,65,0,24,5,2015,839,41.16041944,-79.00278889
Pennsylvania,420288,2,2,11,0,11,5,2015,0,40.42613611,-76.00120833
Pennsylvania,420289,1,2,77,2600,18,5,2015,7,40.53324444,-75.49604167
Pennsylvania,420290,1,2,49,0,25,5,2015,0,42.15123889,-79.76176944
Pennsylvania,420291,1,1,131,0,24,5,2015,59,41.640425,-75.78085278
Pennsylvania,420292,1,1,79,9340,6,5,2015,0,41.24473889,-75.88059444
Pennsylvania,420293,1,1,133,7700,2,5,2015,106,39.76901389,-76.67858056
Pennsylvania,420294,1,2,69,0,9,5,2015,8,41.24860556,-75.50280278
Pennsylvania,420295,1,1,101,6540,8,5,2015,9,39.95372778,-75.15784444
Pennsylvania,420296,1,1,101,6540,25,4,2015,14,40.00522222,-75.19419444
Pennsylvania,420297,1,1,95,6450,24,5,2015,182,40.87106667,-75.246825
Pennsylvania,420298,2,2,13,130,5,5,2015,34,40.47459167,-78.40521389
Pennsylvania,420299,1,2,5,0,24,5,2015,0,40.66325,-79.49916667
Pennsylvania,420300,1,1,89,0,14,4,2015,37,41.1176,-75.55183333
Pennsylvania,420301,1,2,33,0,30,5,2015,0,40.97945556,-78.17583333
Pennsylvania,420302,1,5,101,6540,10,5,2015,0,39.98924722,-75.09666111
Pennsylvania,420303,1,1,127,0,25,5,2015,0,41.41459722,-75.29218611
Pennsylvania,420304,1,1,119,0,3,5,2015,74,40.9963,-76.91160278
Pennsylvania,420305,2,2,107,8350,1,3,2015,102,40.77783889,-75.961075
Pennsylvania,420306,2,2,77,0,15,5,2015,0,40.57550278,-75.60918333
Pennsylvania,420307,1,1,71,0,9,5,2015,1,40.24710833,-76.36175
Pennsylvania,420308,1,1,27,0,10,5,2015,262,40.87511667,-77.53307778
Pennsylvania,420309,2,3,109,0,8,5,2015,119,40.79576667,-77.04746111
Pennsylvania,420310,2,2,113,0,8,5,2015,47,41.35188611,-76.55535833
Pennsylvania,420311,1,2,129,0,2,5,2015,38,40.32532778,-79.63741389
Pennsylvania,420312,1,2,89,0,23,5,2015,3098,40.99646667,-75.14386111
Pennsylvania,420313,2,4,71,0,5,5,2015,156,40.03236111,-75.97948056
Pennsylvania,420314,2,2,91,0,14,5,2015,0,40.13884444,-75.11954722
Pennsylvania,420315,2,2,115,0,4,5,2015,50,41.76233333,-75.815375
Pennsylvania,420316,1,1,33,0,27,5,2015,312,41.02520833,-78.66080556
Pennsylvania,420317,2,2,11,6900,30,5,2015,13,40.36323889,-75.94189167
Pennsylvania,420318,2,3,11,0,24,5,2015,39,40.44644167,-75.84585833
Pennsylvania,420319,2,3,95,0,25,5,2015,12,40.77574167,-75.59124722
Pennsylvania,420320,2,2,3,6600,3,5,2015,0,40.42203611,-79.92775
Pennsylvania,420321,2,2,17,0,15,5,2015,36,40.13384722,-74.88453889
Pennsylvania,420322,2,2,69,0,17,5,2015,3,41.47626111,-75.74435833
Pennsylvania,420323,1,2,35,0,16,5,2015,95,41.23585278,-77.42806944
Pennsylvania,420324,2,4,101,6540,24,5,2015,8,40.07956111,-75.20043333
Pennsylvania,420325,2,3,67,0,18,3,2015,145,40.41806667,-77.53314167
Pennsylvania,420326,2,3,89,0,3,3,2015,11,41.14185,-75.36012778
Pennsylvania,420327,2,3,71,0,20,5,2015,77,39.81605556,-76.15489444
Pennsylvania,420328,1,1,13,0,10,2,2015,209,40.49475833,-78.24249444
Pennsylvania,420329,1,1,129,7185,30,5,2015,62,40.19729167,-79.83034444
Pennsylvania,420330,1,1,3,2290,4,5,2015,0,40.39466389,-79.83813056
Pennsylvania,420331,4,7,27,0,10,3,2015,56,40.73299722,-77.89013611
Pennsylvania,420332,1,1,107,0,29,4,2015,45,40.60457222,-76.39603889
Pennsylvania,420333,1,1,129,0,17,5,2015,377,40.40444444,-79.42271944
Pennsylvania,420334,3,2,129,0,18,5,2015,43,40.12577778,-79.55152778
Pennsylvania,420335,1,1,101,6540,29,5,2015,8,39.89237222,-75.23221944
Pennsylvania,420336,3,3,89,0,5,5,2015,39,40.89987222,-75.33109444
Pennsylvania,420337,1,1,67,0,20,5,2015,22,40.64225833,-77.23831667
Pennsylvania,420338,1,1,1,0,2,5,2015,0,39.93238889,-77.22102778
Pennsylvania,420339,1,1,19,0,18,5,2015,69,40.94611389,-79.81224444
Pennsylvania,420340,3,3,1,0,8,5,2015,15,39.73826389,-77.08046667
Pennsylvania,420341,3,3,77,0,4,5,2015,531,40.54021667,-75.52843889
Pennsylvania,420342,2,4,71,0,1,5,2015,0,40.03204167,-76.33039167
Pennsylvania,420343,1,1,5,0,1,5,2015,31,40.85216667,-79.50466111
Pennsylvania,420344,3,5,3,0,7,5,2015,56,40.43815833,-80.19514167
Pennsylvania,420345,3,5,123,0,10,5,2015,15,41.64249722,-79.04983333
Pennsylvania,420346,3,5,17,615,2,5,2015,3550,40.12889444,-74.9034
Pennsylvania,420347,1,1,13,8670,4,4,2015,3,40.6686,-78.233225
Pennsylvania,420348,2,1,13,0,27,5,2015,0,40.53836111,-78.37797222
Pennsylvania,420349,5,3,129,0,11,5,2015,158,40.14311111,-79.48472222
Pennsylvania,420350,1,1,57,0,17,5,2015,38,39.93724167,-78.23891667
Pennsylvania,420351,1,1,133,0,9,5,2015,24,39.74228611,-76.58693611
Pennsylvania,420352,3,3,17,0,27,5,2015,28,40.22491389,-74.79050556
Pennsylvania,420353,1,1,97,0,18,5,2015,124,40.82144167,-76.58446944
Pennsylvania,420354,1,3,27,0,30,5,2015,56,40.80602778,-78.06249167
Pennsylvania,420355,2,1,13,0,29,5,2015,540,40.72569722,-78.141425
Pennsylvania,420356,2,3,51,0,25,5,2015,0,39.91528611,-79.758525
Pennsylvania,420357,3,1,21,0,2,3,2015,38,40.30233333,-78.99027778
Pennsylvania,420358,2,3,101,6540,23,5,2015,2,39.96267222,-75.18329167
Pennsylvania,420359,2,2,131,6152,25,5,2015,0,41.40863333,-76.05064167
Pennsylvania,420360,2,2,33,0,28,5,2015,321,40.93401389,-78.281625
Pennsylvania,420361,5,3,101,6540,2,5,2015,4,39.95941944,-75.24538333
Pennsylvania,420362,1,5,49,0,21,5,2015,0,41.95587222,-79.75009444
Pennsylvania,420363,6,7,17,0,15,1,2015,359,40.07996944,-74.93959167
Pennsylvania,420364,1,1,71,0,12,5,2015,0,39.91605556,-76.29
Pennsylvania,420365,2,2,65,0,11,5,2015,42,41.17761389,-78.85552222
Pennsylvania,420366,1,1,115,0,19,5,2015,0,41.88302222,-75.83807778
Pennsylvania,420367,1,1,79,360,7,5,2015,1786,41.34356111,-75.731075
Pennsylvania,420368,1,1,59,0,9,5,2015,105,39.85339444,-80.12057778
Pennsylvania,420369,2,1,101,6540,9,5,2015,13,39.97237222,-75.16649444
Pennsylvania,420370,2,2,39,0,12,5,2015,203,41.57903889,-80.12564722
Pennsylvania,420371,2,4,17,8845,30,5,2015,78,40.21546389,-75.14527778
Pennsylvania,420372,1,1,7,0,10,5,2015,200,40.79159167,-80.41212222
Pennsylvania,420373,1,1,49,2640,3,5,2015,0,42.14426667,-80.04583056
Pennsylvania,420374,1,1,65,950,9,5,2015,0,41.16179444,-79.08174444
Pennsylvania,420375,2,2,71,0,31,5,2015,11,40.07120833,-76.35379722
Pennsylvania,420376,2,2,13,0,16,4,2015,150,40.44752222,-78.220825
Pennsylvania,420377,1,1,69,6230,9,6,2015,0,41.37087222,-75.74979167
Pennsylvania,420378,2,3,109,4676,20,3,2015,14,40.7094,-77.318375
Pennsylvania,420379,1,1,3,0,24,5,2015,99,40.46703333,-79.83319444
Pennsylvania,420380,1,1,129,0,24,5,2015,84,40.3464,-79.63721667
Pennsylvania,420381,1,4,13,0,23,5,2015,219,40.50310833,-78.22729167
Pennsylvania,420382,1,1,125,5400,5,5,2015,77,40.19319167,-79.90609444
Pennsylvania,420383,2,2,51,0,30,6,2015,0,40.05525,-79.56105278
Pennsylvania,420384,2,2,67,0,17,6,2015,0,40.62533611,-77.21776667
Pennsylvania,420385,1,1,99,0,6,6,2015,218,40.52840556,-77.20868889
Pennsylvania,420386,1,1,33,0,28,6,2015,55,40.80543333,-78.43327222
Pennsylvania,420387,1,1,33,0,7,6,2015,7,40.96827778,-78.31871944
Pennsylvania,420388,1,1,1,0,29,6,2015,95,39.862675,-77.30826111
Pennsylvania,420389,1,1,75,0,30,6,2015,62,40.29079167,-76.33900556
Pennsylvania,420390,1,2,73,2580,29,6,2015,74,40.85838056,-80.29461111
Pennsylvania,420391,1,5,91,0,13,6,2015,0,40.15175,-75.34661111
Pennsylvania,420392,1,1,33,2070,22,6,2015,417,41.12263333,-78.75785
Pennsylvania,420393,1,2,129,0,21,6,2015,49,40.28412222,-79.44515833
Pennsylvania,420394,1,1,107,0,4,4,2015,0,40.72255556,-76.47838056
Pennsylvania,420395,2,3,95,0,24,6,2015,28,40.65741667,-75.331875
Pennsylvania,420396,2,2,55,0,14,6,2015,264,39.90539722,-77.50693611
Pennsylvania,420397,1,3,69,3992,10,6,2015,0,41.46624444,-75.54451667
Pennsylvania,420398,1,2,49,5235,6,6,2015,0,42.14070556,-80.13922778
Pennsylvania,420399,2,2,15,0,9,6,2015,338,41.75333889,-76.34961389
Pennsylvania,420400,1,3,3,6600,6,6,2015,0,40.42975556,-79.97352222
Pennsylvania,420401,1,1,37,0,12,6,2015,97,41.14053889,-76.31119722
Pennsylvania,420402,1,2,11,0,7,6,2015,2,40.33840278,-75.62156111
Pennsylvania,420403,1,1,1,0,7,6,2015,17,39.74220556,-77.148575
Pennsylvania,420404,1,2,133,0,16,6,2015,0,39.79492778,-76.35035
Pennsylvania,420405,1,1,41,5112,18,6,2015,0,40.22838611,-77.15503333
Pennsylvania,420406,1,3,105,0,19,6,2015,348,41.82355556,-78.011975
Pennsylvania,420407,2,2,27,8100,22,6,2015,35,40.79675556,-77.87245833
Pennsylvania,420408,2,2,133,0,30,6,2015,91,39.92848611,-76.82304167
Pennsylvania,420409,1,4,111,0,14,6,2015,126,40.09685278,-78.93683611
Pennsylvania,420410,1,1,11,0,8,6,2015,0,40.40436389,-75.63300278
Pennsylvania,420411,2,4,99,0,3,6,2015,225,40.37555833,-77.32083333
Pennsylvania,420412,2,2,133,0,11,6,2015,15,39.92084167,-76.581425
Pennsylvania,420413,2,2,129,0,30,6,2015,36,40.51367778,-79.64511389
Pennsylvania,420414,2,2,17,0,8,6,2015,17,40.16293889,-74.79871111
Pennsylvania,420415,1,1,29,0,16,6,2015,218,39.97678611,-75.60674167
Pennsylvania,420416,1,2,79,0,27,6,2015,15,41.0157,-75.77255556
